Name,Brand,Model,Year,Kms_Driven,Owner,Fuel,Drive,Type,Price
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,72590,1,PETROL,AUTOMATIC,HATCHBACK,457000
Tata NEXON,TATA,NEXON,2021,24218,1,PETROL,AUTOMATIC,SUV,1049000
Hyundai Verna,HYUNDAI,VERNA,2018,98769,1,PETROL,MANUAL,SEDAN,409000
Maruti Dzire,MARUTI,DZIRE,2020,24520,1,PETROL,AUTOMATIC,SEDAN,1728000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,60745,1,PETROL,MANUAL,HATCHBACK,581000
Hyundai Eon,HYUNDAI,EON,2018,38419,1,PETROL,MANUAL,HATCHBACK,275000
Tata Tiago,TATA,TIAGO,2018,95966,1,PETROL,MANUAL,HATCHBACK,458000
Volkswagen Vento,VOLKSWAGEN,VENTO,2015,125152,2,DIESEL,MANUAL,SEDAN,601000
Maruti Baleno,MARUTI,BALENO,2016,5392,1,PETROL,MANUAL,HATCHBACK,536000
Honda Brio,HONDA,BRIO,2013,42634,1,PETROL,MANUAL,HATCHBACK,245000
Ford New Figo,FORD,OTHER,2020,18705,2,PETROL,MANUAL,HATCHBACK,612000
Maruti Ertiga,MARUTI,ERTIGA,2014,52520,2,DIESEL,MANUAL,SUV,504000
Volkswagen Vento,VOLKSWAGEN,VENTO,2014,110457,2,DIESEL,MANUAL,SEDAN,460000
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2021,32288,1,CNG,MANUAL,HATCHBACK,647000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2013,69948,1,CNG,MANUAL,HATCHBACK,310000
Maruti Swift,MARUTI,SWIFT,2019,68082,2,PETROL,MANUAL,HATCHBACK,606000
Maruti Swift,MARUTI,SWIFT,2019,34785,1,PETROL,MANUAL,HATCHBACK,559000
Maruti Swift,MARUTI,SWIFT,2016,12527,1,PETROL,MANUAL,HATCHBACK,461000
Maruti Dzire,MARUTI,DZIRE,2019,99127,1,CNG,MANUAL,SEDAN,467000
Datsun Go Plus,DATSUN,GO PLUS,2019,18254,2,PETROL,MANUAL,HATCHBACK,449000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2016,76459,1,PETROL,MANUAL,HATCHBACK,418000
Maruti Swift Dzire,MARUTI,DZIRE,2019,67441,1,DIESEL,MANUAL,SEDAN,616000
Tata NEXON,TATA,NEXON,2022,29196,1,PETROL,MANUAL,SUV,948000
Hyundai Grand i10,HYUNDAI,GRAND I10,2019,21284,1,PETROL,MANUAL,HATCHBACK,566000
Honda Jazz,HONDA,JAZZ,2015,96896,1,PETROL,AUTOMATIC,HATCHBACK,577000
Hyundai New Elantra,HYUNDAI,OTHER,2017,47598,1,DIESEL,AUTOMATIC,LUX_SEDAN,1505000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2019,54264,1,DIESEL,MANUAL,SUV,801000
Maruti Swift,MARUTI,SWIFT,2011,47797,1,PETROL,MANUAL,HATCHBACK,213000
Honda City,HONDA,CITY,2014,3812,1,PETROL,MANUAL,SEDAN,727000
Honda Jazz,HONDA,JAZZ,2016,21598,1,PETROL,AUTOMATIC,HATCHBACK,617000
Maruti Alto 800,MARUTI,ALTO 800,2019,15144,1,PETROL,MANUAL,HATCHBACK,338000
Renault Pulse,RENAULT,OTHER,2014,83271,1,DIESEL,MANUAL,HATCHBACK,346000
Hyundai Eon,HYUNDAI,EON,2016,37586,2,PETROL,MANUAL,HATCHBACK,289000
Maruti Alto K10,MARUTI,ALTO K10,2014,70060,1,PETROL,MANUAL,HATCHBACK,209000
Maruti Ciaz,MARUTI,CIAZ,2022,31445,1,PETROL,MANUAL,SEDAN,911000
Renault Kwid,RENAULT,KWID,2021,23628,1,PETROL,AUTOMATIC,HATCHBACK,525000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2019,25411,1,PETROL,MANUAL,HATCHBACK,445000
Honda City,HONDA,CITY,2019,89757,1,PETROL,MANUAL,SEDAN,723000
Maruti Swift,MARUTI,SWIFT,2019,43012,1,PETROL,MANUAL,HATCHBACK,580000
Ford Figo Aspire,FORD,OTHER,2021,17959,1,PETROL,MANUAL,SEDAN,917000
Honda Amaze,HONDA,AMAZE,2019,92170,1,PETROL,MANUAL,SEDAN,527000
Honda Amaze,HONDA,AMAZE,2018,51809,2,PETROL,MANUAL,SEDAN,525000
Volkswagen Ameo,VOLKSWAGEN,AMEO,2018,39573,1,PETROL,AUTOMATIC,SEDAN,1203000
Renault Kwid,RENAULT,KWID,2020,19253,1,PETROL,MANUAL,HATCHBACK,405000
Honda City,HONDA,CITY,2019,86031,1,DIESEL,MANUAL,SEDAN,755000
Hyundai VENUE,HYUNDAI,VENUE,2019,86433,1,PETROL,AUTOMATIC,SUV,871000
Toyota YARIS,TOYOTA,YARIS,2018,57960,1,PETROL,MANUAL,SEDAN,577000
Maruti Ciaz,MARUTI,CIAZ,2016,60318,2,PETROL,MANUAL,SEDAN,609350
Hyundai Eon,HYUNDAI,EON,2015,79097,1,PETROL,MANUAL,HATCHBACK,224000
Hyundai i10,HYUNDAI,I10,2012,51068,1,LPG,MANUAL,HATCHBACK,317000
Tata TIGOR,TATA,TIGOR,2018,35687,2,PETROL,AUTOMATIC,SEDAN,535000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,37554,1,PETROL,AUTOMATIC,HATCHBACK,473000
Tata Safari,TATA,OTHER,2022,19760,1,DIESEL,AUTOMATIC,SUV,1874000
Maruti Baleno,MARUTI,BALENO,2016,100486,1,PETROL,MANUAL,HATCHBACK,438000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2021,26440,1,CNG,MANUAL,HATCHBACK,570000
Maruti Baleno,MARUTI,BALENO,2016,23352,1,PETROL,MANUAL,HATCHBACK,514000
Renault Kiger,RENAULT,KIGER,2021,37121,1,PETROL,MANUAL,HATCHBACK,798000
Tata Tiago,TATA,TIAGO,2017,91069,1,PETROL,AUTOMATIC,HATCHBACK,445000
Maruti Ertiga,MARUTI,ERTIGA,2013,106752,2,CNG,MANUAL,SUV,564000
Toyota Corolla Altis,TOYOTA,COROLLA ALTIS,2018,66349,1,PETROL,AUTOMATIC,LUX_SEDAN,1289000
Tata Tiago,TATA,TIAGO,2016,49677,1,PETROL,MANUAL,HATCHBACK,493000
Maruti Alto K10,MARUTI,ALTO K10,2018,18367,2,PETROL,MANUAL,HATCHBACK,347000
Toyota YARIS,TOYOTA,YARIS,2018,104655,1,PETROL,MANUAL,SEDAN,482000
Maruti Ciaz,MARUTI,CIAZ,2017,41912,1,PETROL,AUTOMATIC,SEDAN,892000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2016,85577,3,PETROL,AUTOMATIC,HATCHBACK,382000
Hyundai Creta,HYUNDAI,CRETA,2021,18496,1,PETROL,AUTOMATIC,SUV,1760000
Hyundai i10,HYUNDAI,I10,2011,73354,2,PETROL,MANUAL,HATCHBACK,292000
Maruti Dzire,MARUTI,DZIRE,2017,46027,2,PETROL,MANUAL,SEDAN,598000
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2020,8683,1,PETROL,MANUAL,HATCHBACK,698000
Maruti Alto K10,MARUTI,ALTO K10,2017,59323,1,PETROL,MANUAL,HATCHBACK,294250
Honda WR-V,HONDA,WR V,2019,12355,2,PETROL,MANUAL,SUV,822000
Maruti Baleno,MARUTI,BALENO,2017,101863,3,PETROL,MANUAL,HATCHBACK,648000
Maruti Celerio,MARUTI,CELERIO,2017,53003,1,CNG,MANUAL,HATCHBACK,441000
Honda City,HONDA,CITY,2016,87335,1,PETROL,MANUAL,SEDAN,653000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,75688,1,CNG,MANUAL,HATCHBACK,312000
Maruti Dzire,MARUTI,DZIRE,2018,100047,1,DIESEL,MANUAL,SEDAN,525000
Hyundai Creta,HYUNDAI,CRETA,2018,121406,1,DIESEL,MANUAL,SUV,1025000
Honda Jazz,HONDA,JAZZ,2017,67633,1,PETROL,MANUAL,HATCHBACK,692000
Maruti Celerio,MARUTI,CELERIO,2014,64108,2,PETROL,MANUAL,HATCHBACK,391000
Toyota YARIS,TOYOTA,YARIS,2018,22251,1,PETROL,MANUAL,SEDAN,755000
Honda City,HONDA,CITY,2016,42093,1,PETROL,MANUAL,SEDAN,798000
Honda City,HONDA,CITY,2019,33666,1,PETROL,MANUAL,SEDAN,719000
Maruti Baleno,MARUTI,BALENO,2019,61195,2,PETROL,MANUAL,HATCHBACK,550000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,32243,2,PETROL,MANUAL,HATCHBACK,497000
Maruti Alto K10,MARUTI,ALTO K10,2019,61935,1,CNG,MANUAL,HATCHBACK,387000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2019,24147,1,PETROL,MANUAL,HATCHBACK,482000
Mahindra XUV 3OO,MAHINDRA,XUV 3OO,2019,85836,1,DIESEL,MANUAL,SUV,837000
Maruti Ritz,MARUTI,RITZ,2010,86709,1,PETROL,MANUAL,HATCHBACK,142000
Hyundai Grand i10,HYUNDAI,GRAND I10,2015,60607,1,PETROL,MANUAL,HATCHBACK,337000
Hyundai i10,HYUNDAI,I10,2011,58834,1,PETROL,MANUAL,HATCHBACK,292000
Ford FREESTYLE,FORD,FREESTYLE,2018,85867,1,DIESEL,MANUAL,SUV,572000
Maruti Swift,MARUTI,SWIFT,2014,71318,1,PETROL,MANUAL,HATCHBACK,475000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,44269,1,PETROL,MANUAL,HATCHBACK,592000
Maruti Alto 800,MARUTI,ALTO 800,2017,17035,2,PETROL,MANUAL,HATCHBACK,354000
Maruti Celerio,MARUTI,CELERIO,2018,46534,1,PETROL,AUTOMATIC,HATCHBACK,501000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2022,21656,1,CNG,MANUAL,HATCHBACK,640200
Honda WR-V,HONDA,WR V,2018,48089,3,PETROL,MANUAL,SUV,615000
Maruti Dzire,MARUTI,DZIRE,2018,76611,1,PETROL,AUTOMATIC,SEDAN,689000
Renault Kwid,RENAULT,KWID,2019,67570,1,PETROL,MANUAL,HATCHBACK,333000
Maruti Celerio,MARUTI,CELERIO,2022,18977,1,PETROL,MANUAL,HATCHBACK,578000
Maruti S PRESSO,MARUTI,S PRESSO,2022,3781,1,PETROL,MANUAL,HATCHBACK,459000
Hyundai Verna,HYUNDAI,VERNA,2016,90102,1,DIESEL,MANUAL,SEDAN,553000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,89218,1,PETROL,MANUAL,HATCHBACK,379000
Hyundai Creta,HYUNDAI,CRETA,2015,45212,1,PETROL,MANUAL,SUV,855000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2014,73371,1,PETROL,MANUAL,HATCHBACK,296000
Hyundai Grand i10,HYUNDAI,GRAND I10,2014,52676,2,PETROL,AUTOMATIC,HATCHBACK,480000
Tata Tiago,TATA,TIAGO,2018,38017,1,PETROL,MANUAL,HATCHBACK,419000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,38444,2,PETROL,AUTOMATIC,HATCHBACK,529000
Maruti Ertiga,MARUTI,ERTIGA,2015,73299,2,CNG,MANUAL,SUV,721000
Maruti Swift,MARUTI,SWIFT,2018,70690,1,DIESEL,AUTOMATIC,HATCHBACK,745000
Maruti Celerio,MARUTI,CELERIO,2021,10723,1,PETROL,MANUAL,HATCHBACK,603000
Maruti Swift,MARUTI,SWIFT,2011,63086,1,DIESEL,MANUAL,HATCHBACK,405000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2021,44203,1,CNG,MANUAL,HATCHBACK,590000
Hyundai Xcent,HYUNDAI,XCENT,2015,99625,1,CNG,MANUAL,SEDAN,681000
Maruti Baleno,MARUTI,BALENO,2019,18809,1,PETROL,MANUAL,HATCHBACK,650000
Datsun Redi Go,DATSUN,REDI GO,2021,24021,1,PETROL,MANUAL,HATCHBACK,477000
Maruti IGNIS,MARUTI,IGNIS,2017,41720,1,PETROL,AUTOMATIC,HATCHBACK,551000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,38892,1,PETROL,MANUAL,HATCHBACK,372000
Tata NEXON,TATA,NEXON,2021,16318,1,PETROL,MANUAL,SUV,1020000
Honda Amaze,HONDA,AMAZE,2014,17960,2,PETROL,AUTOMATIC,SEDAN,673000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2013,95381,1,CNG,MANUAL,HATCHBACK,267000
Maruti Swift,MARUTI,SWIFT,2013,92529,1,PETROL,MANUAL,HATCHBACK,436000
Mahindra XUV 3OO,MAHINDRA,XUV 3OO,2022,8751,2,DIESEL,MANUAL,SUV,1204000
Datsun Go Plus,DATSUN,GO PLUS,2018,12424,1,PETROL,MANUAL,HATCHBACK,329000
Maruti Swift,MARUTI,SWIFT,2018,43348,1,PETROL,MANUAL,HATCHBACK,549000
Volkswagen Ameo,VOLKSWAGEN,AMEO,2017,117881,1,DIESEL,AUTOMATIC,SEDAN,473000
Hyundai Creta,HYUNDAI,CRETA,2016,73208,1,PETROL,AUTOMATIC,SUV,1011000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2018,53605,1,PETROL,MANUAL,HATCHBACK,489650
Honda WR-V,HONDA,WR V,2017,46910,1,DIESEL,MANUAL,SUV,748000
Toyota Etios,TOYOTA,ETIOS,2013,81689,3,PETROL,MANUAL,SEDAN,234000
Honda Jazz,HONDA,JAZZ,2017,45938,2,PETROL,MANUAL,HATCHBACK,597000
Maruti Celerio,MARUTI,CELERIO,2021,52703,1,CNG,MANUAL,HATCHBACK,526000
Maruti IGNIS,MARUTI,IGNIS,2017,21221,1,PETROL,AUTOMATIC,HATCHBACK,524000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2012,48766,1,CNG,MANUAL,HATCHBACK,301000
Hyundai i20,HYUNDAI,I20,2011,80496,1,PETROL,MANUAL,HATCHBACK,305000
Maruti Alto 800,MARUTI,ALTO 800,2016,60497,1,PETROL,MANUAL,HATCHBACK,307000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,83663,1,PETROL,AUTOMATIC,HATCHBACK,472650
Maruti Dzire,MARUTI,DZIRE,2021,17552,2,PETROL,MANUAL,SEDAN,767000
Honda City,HONDA,CITY,2013,60757,2,DIESEL,MANUAL,SEDAN,212000
Maruti Swift,MARUTI,SWIFT,2019,49294,2,PETROL,AUTOMATIC,HATCHBACK,563000
Maruti Dzire,MARUTI,DZIRE,2017,41032,1,PETROL,MANUAL,SEDAN,796000
Hyundai Elite i20,HYUNDAI,ELITE I20,2019,29511,1,PETROL,MANUAL,HATCHBACK,672000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2012,46032,1,PETROL,MANUAL,HATCHBACK,305000
Maruti Dzire,MARUTI,DZIRE,2021,32520,1,PETROL,MANUAL,SEDAN,763000
Maruti S PRESSO,MARUTI,S PRESSO,2020,14094,1,PETROL,MANUAL,HATCHBACK,463000
Hyundai Eon,HYUNDAI,EON,2013,107347,1,PETROL,MANUAL,HATCHBACK,221000
Skoda Rapid,SKODA,RAPID,2017,33434,1,PETROL,AUTOMATIC,SEDAN,739000
Maruti Alto 800,MARUTI,ALTO 800,2019,15918,1,PETROL,MANUAL,HATCHBACK,328000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,56733,1,CNG,MANUAL,HATCHBACK,429000
Tata TIGOR,TATA,TIGOR,2021,11027,1,PETROL,AUTOMATIC,SEDAN,835000
Hyundai NEW I20,HYUNDAI,NEW I20,2022,33567,1,PETROL,MANUAL,HATCHBACK,739000
Volkswagen Polo,VOLKSWAGEN,POLO,2015,47618,1,PETROL,MANUAL,HATCHBACK,423000
Hyundai i10,HYUNDAI,I10,2013,74181,1,PETROL,MANUAL,HATCHBACK,303000
Mahindra TUV300,MAHINDRA,OTHER,2019,111198,1,DIESEL,MANUAL,SUV,822000
Honda WR-V,HONDA,WR V,2018,37160,1,PETROL,MANUAL,SUV,625000
Maruti Swift,MARUTI,SWIFT,2017,27468,1,PETROL,MANUAL,HATCHBACK,470000
Hyundai Eon,HYUNDAI,EON,2018,90496,2,PETROL,MANUAL,HATCHBACK,320000
Maruti Dzire,MARUTI,DZIRE,2018,72274,1,DIESEL,MANUAL,SEDAN,706000
Maruti Baleno,MARUTI,BALENO,2017,66853,1,DIESEL,MANUAL,HATCHBACK,604000
Maruti Alto 800,MARUTI,ALTO 800,2018,23563,1,PETROL,MANUAL,HATCHBACK,350000
Tata Zest,TATA,OTHER,2017,104113,2,PETROL,MANUAL,SEDAN,358000
Maruti Baleno,MARUTI,BALENO,2019,44489,1,PETROL,MANUAL,HATCHBACK,663000
Toyota YARIS,TOYOTA,YARIS,2019,27652,2,PETROL,MANUAL,SEDAN,724000
Honda CRV,HONDA,OTHER,2014,61741,1,PETROL,AUTOMATIC,LUX_SUV,922000
Maruti Eeco,MARUTI,OTHER,2019,86434,1,PETROL,MANUAL,SUV,449000
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2021,39615,1,CNG,MANUAL,HATCHBACK,709000
Maruti Baleno,MARUTI,BALENO,2019,16856,1,PETROL,MANUAL,HATCHBACK,673000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,77579,1,CNG,MANUAL,HATCHBACK,402000
Maruti Alto 800,MARUTI,ALTO 800,2013,47583,1,PETROL,MANUAL,HATCHBACK,196000
Honda City,HONDA,CITY,2020,25437,1,PETROL,AUTOMATIC,SEDAN,1262000
Ford Ecosport,FORD,ECOSPORT,2020,68754,1,DIESEL,MANUAL,SUV,942000
Maruti Baleno,MARUTI,BALENO,2016,21825,1,PETROL,MANUAL,HATCHBACK,479000
Maruti Baleno,MARUTI,BALENO,2018,19244,1,PETROL,AUTOMATIC,HATCHBACK,650000
Honda City,HONDA,CITY,2019,61148,1,PETROL,AUTOMATIC,SEDAN,1052000
Honda Jazz,HONDA,JAZZ,2018,55412,1,PETROL,AUTOMATIC,HATCHBACK,720000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2020,52055,1,PETROL,MANUAL,SUV,877000
Honda City,HONDA,CITY,2019,22758,1,PETROL,MANUAL,SEDAN,362000
Skoda SLAVIA,SKODA,OTHER,2022,17658,1,PETROL,MANUAL,SEDAN,1211000
Hyundai ALCAZAR,HYUNDAI,OTHER,2021,29261,1,DIESEL,AUTOMATIC,SUV,1965000
Maruti IGNIS,MARUTI,IGNIS,2019,37093,1,PETROL,MANUAL,HATCHBACK,568000
Honda City,HONDA,CITY,2018,36816,1,PETROL,MANUAL,SEDAN,800000
Hyundai VENUE,HYUNDAI,VENUE,2021,11850,1,PETROL,MANUAL,SUV,832000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,14434,1,PETROL,AUTOMATIC,HATCHBACK,768000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,23093,1,PETROL,MANUAL,HATCHBACK,310000
Honda Amaze,HONDA,AMAZE,2018,56112,1,PETROL,MANUAL,SEDAN,299000
Maruti Baleno,MARUTI,BALENO,2017,29164,2,PETROL,AUTOMATIC,HATCHBACK,625000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,35991,1,PETROL,MANUAL,HATCHBACK,531000
Maruti Alto,MARUTI,ALTO,2020,13864,1,PETROL,MANUAL,HATCHBACK,336000
Nissan MAGNITE,NISSAN,MAGNITE,2022,13614,1,PETROL,MANUAL,SUV,688000
Honda Amaze,HONDA,AMAZE,2022,79633,1,PETROL,MANUAL,SEDAN,670000
Nissan Micra,NISSAN,OTHER,2015,82549,2,PETROL,AUTOMATIC,HATCHBACK,406000
Hyundai VENUE,HYUNDAI,VENUE,2019,116988,1,DIESEL,MANUAL,SUV,765000
Hyundai i10,HYUNDAI,I10,2010,42521,2,PETROL,MANUAL,HATCHBACK,251000
Renault Kiger,RENAULT,KIGER,2021,11244,1,PETROL,AUTOMATIC,HATCHBACK,792000
Tata Tiago,TATA,TIAGO,2018,29165,1,PETROL,MANUAL,HATCHBACK,412000
Honda Amaze,HONDA,AMAZE,2018,121514,1,PETROL,MANUAL,SEDAN,346000
Hyundai i20,HYUNDAI,I20,2014,19842,1,PETROL,MANUAL,HATCHBACK,361000
Ford Ecosport,FORD,ECOSPORT,2017,54120,2,DIESEL,MANUAL,SUV,546000
Hyundai New Elantra,HYUNDAI,OTHER,2018,59230,1,PETROL,MANUAL,LUX_SEDAN,923000
Maruti Baleno,MARUTI,BALENO,2018,75764,2,PETROL,AUTOMATIC,HATCHBACK,649000
Honda Jazz,HONDA,JAZZ,2016,90889,3,PETROL,AUTOMATIC,HATCHBACK,505000
Maruti Ciaz,MARUTI,CIAZ,2015,84617,2,DIESEL,MANUAL,SEDAN,599000
Hyundai i10,HYUNDAI,I10,2010,31887,2,PETROL,MANUAL,HATCHBACK,238000
Renault Kwid,RENAULT,KWID,2018,22865,1,PETROL,AUTOMATIC,HATCHBACK,424000
Maruti Celerio,MARUTI,CELERIO,2020,25268,1,PETROL,MANUAL,HATCHBACK,433000
Hyundai i10,HYUNDAI,I10,2010,62932,1,PETROL,MANUAL,HATCHBACK,288000
Hyundai Creta,HYUNDAI,CRETA,2020,30420,1,PETROL,AUTOMATIC,SUV,1697000
Maruti S Cross,MARUTI,S CROSS,2018,122827,1,DIESEL,MANUAL,SUV,637000
Maruti Alto 800,MARUTI,ALTO 800,2019,2619,1,PETROL,MANUAL,HATCHBACK,298000
Hyundai VENUE,HYUNDAI,VENUE,2021,16168,2,PETROL,AUTOMATIC,SUV,1091000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,86324,1,DIESEL,MANUAL,HATCHBACK,668000
Honda Amaze,HONDA,AMAZE,2018,68502,2,DIESEL,MANUAL,SEDAN,387000
Maruti Alto K10,MARUTI,ALTO K10,2013,87414,3,PETROL,MANUAL,HATCHBACK,231000
Hyundai Grand i10,HYUNDAI,GRAND I10,2016,23573,1,PETROL,AUTOMATIC,HATCHBACK,497000
Maruti Swift,MARUTI,SWIFT,2012,99479,1,DIESEL,MANUAL,HATCHBACK,452000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2020,18088,2,CNG,MANUAL,HATCHBACK,558000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,43206,1,PETROL,MANUAL,HATCHBACK,640000
Maruti Baleno,MARUTI,BALENO,2018,50874,1,PETROL,MANUAL,HATCHBACK,559000
Hyundai Grand i10,HYUNDAI,GRAND I10,2015,70374,1,PETROL,MANUAL,HATCHBACK,444000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2016,35303,2,PETROL,MANUAL,HATCHBACK,417000
Maruti Swift,MARUTI,SWIFT,2014,70344,1,PETROL,MANUAL,HATCHBACK,378000
Mahindra TUV300,MAHINDRA,OTHER,2016,29413,2,DIESEL,MANUAL,SUV,702000
Hyundai Grand i10,HYUNDAI,GRAND I10,2014,36474,1,PETROL,MANUAL,HATCHBACK,355000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,107891,2,PETROL,MANUAL,HATCHBACK,439000
Maruti Celerio X,MARUTI,CELERIO X,2018,54223,1,PETROL,MANUAL,HATCHBACK,414000
Toyota Etios Liva,TOYOTA,ETIOS LIVA,2011,86323,1,PETROL,MANUAL,HATCHBACK,217000
Maruti Celerio,MARUTI,CELERIO,2021,17759,1,PETROL,MANUAL,HATCHBACK,591000
Renault Kwid,RENAULT,KWID,2021,9490,1,PETROL,MANUAL,HATCHBACK,469000
Hyundai VENUE,HYUNDAI,VENUE,2021,40565,1,PETROL,MANUAL,SUV,917000
Maruti Dzire,MARUTI,DZIRE,2018,62621,1,PETROL,MANUAL,SEDAN,566000
Honda City,HONDA,CITY,2020,23378,1,PETROL,AUTOMATIC,SEDAN,1058000
Renault Kwid,RENAULT,KWID,2019,38183,1,PETROL,MANUAL,HATCHBACK,413000
Hyundai i10,HYUNDAI,I10,2014,66490,1,PETROL,MANUAL,HATCHBACK,294000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,44843,1,PETROL,MANUAL,HATCHBACK,740000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2020,75084,1,PETROL,MANUAL,HATCHBACK,557000
Maruti Swift Dzire,MARUTI,DZIRE,2016,58789,1,PETROL,MANUAL,SEDAN,575000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2018,98557,1,DIESEL,MANUAL,SUV,591000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,111528,2,CNG,MANUAL,HATCHBACK,623000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2019,41599,1,PETROL,MANUAL,HATCHBACK,544000
Maruti Alto 800,MARUTI,ALTO 800,2017,51498,1,PETROL,MANUAL,HATCHBACK,314000
Maruti Baleno,MARUTI,BALENO,2021,13473,1,PETROL,MANUAL,HATCHBACK,723000
Renault Kwid,RENAULT,KWID,2019,25519,2,PETROL,MANUAL,HATCHBACK,319000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,29591,1,PETROL,MANUAL,HATCHBACK,709000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,63863,1,PETROL,MANUAL,HATCHBACK,553000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,55734,1,PETROL,MANUAL,HATCHBACK,477000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,40468,1,PETROL,AUTOMATIC,HATCHBACK,442000
Toyota Corolla Altis,TOYOTA,COROLLA ALTIS,2010,46034,1,PETROL,MANUAL,LUX_SEDAN,269000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2019,19001,1,PETROL,MANUAL,HATCHBACK,445000
Hyundai Creta,HYUNDAI,CRETA,2016,93671,1,DIESEL,AUTOMATIC,SUV,834000
Honda City,HONDA,CITY,2014,93441,1,DIESEL,MANUAL,SEDAN,565000
Hyundai VENUE,HYUNDAI,VENUE,2021,32388,1,PETROL,MANUAL,SUV,907000
Tata NEXON,TATA,NEXON,2021,73053,1,DIESEL,MANUAL,SUV,991000
Hyundai VENUE,HYUNDAI,VENUE,2020,77547,1,PETROL,MANUAL,SUV,731000
Hyundai i20,HYUNDAI,I20,2014,59025,1,PETROL,MANUAL,HATCHBACK,409000
Hyundai Creta,HYUNDAI,CRETA,2017,32301,1,PETROL,MANUAL,SUV,1086000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2010,28235,1,PETROL,MANUAL,HATCHBACK,193000
Honda City,HONDA,CITY,2015,11877,1,PETROL,AUTOMATIC,SEDAN,937000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2012,99451,2,PETROL,MANUAL,HATCHBACK,319000
Tata ALTROZ,TATA,ALTROZ,2020,24616,1,PETROL,MANUAL,HATCHBACK,782000
Maruti Dzire,MARUTI,DZIRE,2018,83208,2,PETROL,MANUAL,SEDAN,597000
Datsun Redi Go,DATSUN,REDI GO,2019,33615,1,PETROL,MANUAL,HATCHBACK,327000
Maruti Swift,MARUTI,SWIFT,2014,51105,2,PETROL,MANUAL,HATCHBACK,472800
Honda City,HONDA,CITY,2019,17513,1,PETROL,MANUAL,SEDAN,974000
Ford Ecosport,FORD,ECOSPORT,2018,93671,1,DIESEL,MANUAL,SUV,710000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2014,54615,1,PETROL,MANUAL,HATCHBACK,315000
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2019,85747,1,PETROL,MANUAL,HATCHBACK,636000
Maruti Baleno,MARUTI,BALENO,2017,99536,1,PETROL,MANUAL,HATCHBACK,481300
Maruti New Wagon-R,MARUTI,NEW WAGON R,2021,10663,1,PETROL,MANUAL,HATCHBACK,600000
