Name,Brand,Model,Year,Kms_Driven,Owner,Fuel,Drive,Type,Price
Hyundai Grand i10,HYUNDAI,GRAND I10,2018,39125,2,PETROL,MANUAL,HATCHBACK,559000
Hyundai i20,HYUNDAI,I20,2014,39078,1,PETROL,MANUAL,HATCHBACK,550000
Maruti Alto K10,MARUTI,ALTO K10,2015,24361,2,PETROL,AUTOMATIC,HATCHBACK,303000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2014,33342,2,PETROL,MANUAL,HATCHBACK,256000
Maruti Alto K10,MARUTI,ALTO K10,2010,41987,1,PETROL,MANUAL,HATCHBACK,234000
Hyundai Creta,HYUNDAI,CRETA,2017,22591,2,PETROL,MANUAL,SUV,768000
Maruti Swift,MARUTI,SWIFT,2016,65991,2,PETROL,MANUAL,HATCHBACK,506000
Maruti Swift,MARUTI,SWIFT,2012,74379,1,DIESEL,MANUAL,HATCHBACK,419000
Hyundai Eon,HYUNDAI,EON,2014,24501,3,PETROL,MANUAL,HATCHBACK,209000
Maruti Swift,MARUTI,SWIFT,2020,23475,1,PETROL,MANUAL,HATCHBACK,650000
Maruti Alto,MARUTI,ALTO,2019,52162,1,PETROL,MANUAL,HATCHBACK,329000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2013,91821,2,PETROL,MANUAL,HATCHBACK,331000
Honda Amaze,HONDA,AMAZE,2017,58998,1,PETROL,AUTOMATIC,SEDAN,627000
Renault Kwid,RENAULT,KWID,2019,21722,1,PETROL,MANUAL,HATCHBACK,416000
Mahindra XUV 3OO,MAHINDRA,XUV 3OO,2020,62388,1,DIESEL,MANUAL,SUV,1082000
Honda Amaze,HONDA,AMAZE,2019,105662,1,PETROL,MANUAL,SEDAN,490000
Maruti Swift,MARUTI,SWIFT,2021,43062,1,PETROL,MANUAL,HATCHBACK,600000
Maruti Baleno,MARUTI,BALENO,2021,6001,1,PETROL,AUTOMATIC,HATCHBACK,816000
Ford FREESTYLE,FORD,FREESTYLE,2021,57662,1,PETROL,MANUAL,SUV,606000
Renault TRIBER,RENAULT,TRIBER,2021,12549,1,PETROL,MANUAL,SUV,700000
Hyundai Elite i20,HYUNDAI,ELITE I20,2014,95624,1,PETROL,MANUAL,HATCHBACK,396000
Maruti Ciaz,MARUTI,CIAZ,2019,31638,1,PETROL,MANUAL,SEDAN,951000
Tata NEXON,TATA,NEXON,2018,25178,2,PETROL,MANUAL,SUV,627000
Hyundai Grand i10,HYUNDAI,GRAND I10,2014,86577,2,PETROL,AUTOMATIC,HATCHBACK,468000
Volkswagen Polo,VOLKSWAGEN,POLO,2016,86431,2,PETROL,MANUAL,HATCHBACK,527000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2013,71576,1,PETROL,MANUAL,HATCHBACK,259000
Maruti Alto 800,MARUTI,ALTO 800,2018,40069,2,PETROL,MANUAL,HATCHBACK,292000
Ford FREESTYLE,FORD,FREESTYLE,2019,60765,1,DIESEL,MANUAL,SUV,589000
Volkswagen Polo,VOLKSWAGEN,POLO,2022,9205,1,PETROL,MANUAL,HATCHBACK,697000
Hyundai Eon,HYUNDAI,EON,2015,25121,1,PETROL,MANUAL,HATCHBACK,284000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,63734,2,DIESEL,MANUAL,HATCHBACK,646000
Mahindra XUV 3OO,MAHINDRA,XUV 3OO,2021,39403,1,DIESEL,AUTOMATIC,SUV,1299000
Maruti Baleno,MARUTI,BALENO,2018,63256,1,PETROL,MANUAL,HATCHBACK,606000
Renault Kiger,RENAULT,KIGER,2022,12907,1,PETROL,AUTOMATIC,HATCHBACK,962000
Maruti Celerio,MARUTI,CELERIO,2021,9647,1,PETROL,MANUAL,HATCHBACK,488000
Maruti Ertiga,MARUTI,ERTIGA,2018,52724,1,DIESEL,MANUAL,SUV,881000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2016,71947,1,PETROL,AUTOMATIC,HATCHBACK,320000
Hyundai Eon,HYUNDAI,EON,2013,68652,1,PETROL,MANUAL,HATCHBACK,197000
Tata NEXON,TATA,NEXON,2017,59956,1,PETROL,MANUAL,SUV,687000
Honda City,HONDA,CITY,2012,46903,1,PETROL,MANUAL,SEDAN,370000
Hyundai i20,HYUNDAI,I20,2014,98253,2,PETROL,MANUAL,HATCHBACK,341000
Hyundai Santro Xing,HYUNDAI,SANTRO XING,2013,77272,2,PETROL,MANUAL,HATCHBACK,226000
Honda Jazz,HONDA,JAZZ,2016,50199,2,PETROL,MANUAL,HATCHBACK,570000
Maruti Ciaz,MARUTI,CIAZ,2016,53492,1,PETROL,MANUAL,SEDAN,672000
Hyundai Grand i10,HYUNDAI,GRAND I10,2019,62795,1,PETROL,MANUAL,HATCHBACK,584000
Tata NEXON,TATA,NEXON,2019,23694,1,PETROL,AUTOMATIC,SUV,873000
Hyundai Verna,HYUNDAI,VERNA,2016,71144,1,PETROL,AUTOMATIC,SEDAN,752000
Hyundai i10,HYUNDAI,I10,2010,76641,2,PETROL,MANUAL,HATCHBACK,155000
Honda Brio,HONDA,BRIO,2012,78175,3,PETROL,MANUAL,HATCHBACK,244000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,30817,1,PETROL,MANUAL,HATCHBACK,437000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,91203,2,CNG,MANUAL,HATCHBACK,340000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,88947,1,CNG,MANUAL,HATCHBACK,541000
Ford Ecosport,FORD,ECOSPORT,2016,62347,1,PETROL,AUTOMATIC,SUV,678000
Tata NEXON,TATA,NEXON,2018,70022,1,PETROL,AUTOMATIC,SUV,813000
Tata ALTROZ,TATA,ALTROZ,2021,60222,1,DIESEL,MANUAL,HATCHBACK,789000
Hyundai i10,HYUNDAI,I10,2012,64266,2,PETROL,MANUAL,HATCHBACK,267000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2019,69821,1,CNG,MANUAL,HATCHBACK,528000
Toyota Etios Liva,TOYOTA,ETIOS LIVA,2017,89380,2,PETROL,MANUAL,HATCHBACK,348000
Maruti Alto K10,MARUTI,ALTO K10,2018,54611,1,PETROL,MANUAL,HATCHBACK,377000
Honda Jazz,HONDA,JAZZ,2012,97945,2,PETROL,MANUAL,HATCHBACK,320000
Nissan Micra Active,NISSAN,OTHER,2016,110267,2,PETROL,MANUAL,HATCHBACK,369000
Maruti Alto,MARUTI,ALTO,2021,21969,1,PETROL,MANUAL,HATCHBACK,369200
Maruti Dzire,MARUTI,DZIRE,2019,73862,1,PETROL,MANUAL,SEDAN,587000
Hyundai Creta,HYUNDAI,CRETA,2016,50906,1,DIESEL,AUTOMATIC,SUV,913000
Honda City,HONDA,CITY,2017,101161,1,PETROL,MANUAL,SEDAN,299000
KIA SELTOS,KIA,SELTOS,2021,12763,1,PETROL,MANUAL,SUV,1403000
Hyundai Verna,HYUNDAI,VERNA,2014,69819,2,PETROL,MANUAL,SEDAN,228000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,30264,1,PETROL,MANUAL,HATCHBACK,695000
Tata Tiago,TATA,TIAGO,2019,51729,2,DIESEL,MANUAL,HATCHBACK,610000
Hyundai VENUE,HYUNDAI,VENUE,2020,61919,1,DIESEL,MANUAL,SUV,1015000
Hyundai VENUE,HYUNDAI,VENUE,2020,27058,1,PETROL,MANUAL,SUV,757000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,27037,1,PETROL,MANUAL,HATCHBACK,458000
Maruti Dzire,MARUTI,DZIRE,2017,72260,1,PETROL,MANUAL,SEDAN,282000
Honda Jazz,HONDA,JAZZ,2017,95581,1,PETROL,AUTOMATIC,HATCHBACK,549225
Honda City,HONDA,CITY,2019,52650,1,PETROL,AUTOMATIC,SEDAN,818000
Maruti Alto 800,MARUTI,ALTO 800,2017,41572,1,PETROL,MANUAL,HATCHBACK,278000
Maruti Swift Dzire,MARUTI,DZIRE,2016,50071,1,DIESEL,MANUAL,SEDAN,786000
Hyundai Eon,HYUNDAI,EON,2017,60388,2,PETROL,MANUAL,HATCHBACK,321000
Maruti Alto K10,MARUTI,ALTO K10,2017,28134,2,PETROL,MANUAL,HATCHBACK,347000
Maruti Ciaz,MARUTI,CIAZ,2019,66399,1,PETROL,AUTOMATIC,SEDAN,900000
Honda City,HONDA,CITY,2011,89933,2,PETROL,MANUAL,SEDAN,292000
Maruti Ertiga,MARUTI,ERTIGA,2014,57053,1,PETROL,MANUAL,SUV,577000
Hyundai Elite i20,HYUNDAI,ELITE I20,2020,35341,1,PETROL,MANUAL,HATCHBACK,655000
Maruti Alto K10,MARUTI,ALTO K10,2012,35297,1,PETROL,MANUAL,HATCHBACK,196000
Maruti Baleno,MARUTI,BALENO,2017,70259,1,DIESEL,MANUAL,HATCHBACK,690000
Maruti Wagon R Stingray,MARUTI,OTHER,2015,12034,2,PETROL,MANUAL,HATCHBACK,360000
Renault Kwid,RENAULT,KWID,2021,12247,1,PETROL,AUTOMATIC,HATCHBACK,522000
Renault Kwid,RENAULT,KWID,2019,39141,1,PETROL,MANUAL,HATCHBACK,371000
Maruti Swift Dzire,MARUTI,DZIRE,2010,90039,1,PETROL,MANUAL,SEDAN,216000
Honda City,HONDA,CITY,2013,91854,1,PETROL,AUTOMATIC,SEDAN,470000
Maruti Swift,MARUTI,SWIFT,2015,76485,1,PETROL,MANUAL,HATCHBACK,555000
Tata ALTROZ,TATA,ALTROZ,2021,37773,1,PETROL,MANUAL,HATCHBACK,618250
Toyota Glanza,TOYOTA,OTHER,2021,36504,1,PETROL,MANUAL,HATCHBACK,773000
Maruti Baleno,MARUTI,BALENO,2019,38658,1,PETROL,MANUAL,HATCHBACK,552000
Hyundai AURA,HYUNDAI,AURA,2022,16749,1,PETROL,MANUAL,SEDAN,761000
Maruti Celerio,MARUTI,CELERIO,2018,29484,1,PETROL,MANUAL,HATCHBACK,535000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,77631,1,PETROL,MANUAL,HATCHBACK,591000
Ford Ecosport,FORD,ECOSPORT,2016,88415,2,PETROL,AUTOMATIC,SUV,703000
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2019,20203,1,PETROL,MANUAL,HATCHBACK,489000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2016,70572,2,PETROL,AUTOMATIC,HATCHBACK,361000
Tata NEXON,TATA,NEXON,2021,12973,1,PETROL,MANUAL,SUV,940000
Hyundai i10,HYUNDAI,I10,2011,71144,2,PETROL,AUTOMATIC,HATCHBACK,296000
Maruti Alto K10,MARUTI,ALTO K10,2017,44351,1,PETROL,AUTOMATIC,HATCHBACK,383000
Maruti Baleno,MARUTI,BALENO,2017,74249,1,PETROL,MANUAL,HATCHBACK,501000
Maruti Alto 800,MARUTI,ALTO 800,2018,12443,1,PETROL,MANUAL,HATCHBACK,334000
Maruti Dzire,MARUTI,DZIRE,2018,57243,1,PETROL,MANUAL,SEDAN,690000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2016,123776,2,DIESEL,MANUAL,SUV,665000
Renault Kwid,RENAULT,KWID,2019,23439,1,PETROL,AUTOMATIC,HATCHBACK,505000
Hyundai i10,HYUNDAI,I10,2010,60716,1,PETROL,MANUAL,HATCHBACK,229000
Maruti Celerio,MARUTI,CELERIO,2017,86678,3,PETROL,AUTOMATIC,HATCHBACK,437000
Hyundai Grand i10,HYUNDAI,GRAND I10,2015,60289,1,PETROL,MANUAL,HATCHBACK,476000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2019,33057,1,CNG,MANUAL,HATCHBACK,565000
Hyundai i20,HYUNDAI,I20,2014,53677,1,PETROL,MANUAL,HATCHBACK,544000
Hyundai AURA,HYUNDAI,AURA,2020,882,1,PETROL,MANUAL,SEDAN,794000
Hyundai i20,HYUNDAI,I20,2011,106094,1,PETROL,MANUAL,HATCHBACK,243000
Honda City,HONDA,CITY,2017,63709,1,DIESEL,AUTOMATIC,SEDAN,1138000
Skoda Rapid,SKODA,RAPID,2020,3470,1,PETROL,MANUAL,SEDAN,913000
Volkswagen Vento,VOLKSWAGEN,VENTO,2021,37535,1,PETROL,AUTOMATIC,SEDAN,662000
Nissan MAGNITE,NISSAN,MAGNITE,2021,21967,1,PETROL,AUTOMATIC,SUV,807000
Maruti IGNIS,MARUTI,IGNIS,2022,8463,1,PETROL,MANUAL,HATCHBACK,668000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2020,38639,1,PETROL,MANUAL,SUV,752000
Honda Amaze,HONDA,AMAZE,2013,116737,1,DIESEL,MANUAL,SEDAN,649000
Hyundai i10,HYUNDAI,I10,2013,62049,1,PETROL,MANUAL,HATCHBACK,259000
Maruti Alto K10,MARUTI,ALTO K10,2017,74340,2,PETROL,MANUAL,HATCHBACK,326000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,17000,1,PETROL,MANUAL,HATCHBACK,782000
Honda City,HONDA,CITY,2016,65484,1,PETROL,MANUAL,SEDAN,555000
Maruti Alto 800,MARUTI,ALTO 800,2012,68473,1,PETROL,MANUAL,HATCHBACK,189000
Maruti Swift,MARUTI,SWIFT,2017,40512,2,PETROL,MANUAL,HATCHBACK,486800
Maruti Swift,MARUTI,SWIFT,2014,69860,1,PETROL,MANUAL,HATCHBACK,397000
Maruti IGNIS,MARUTI,IGNIS,2017,27818,1,PETROL,AUTOMATIC,HATCHBACK,558000
Maruti Ertiga,MARUTI,ERTIGA,2018,83567,2,DIESEL,MANUAL,SUV,770000
Honda Amaze,HONDA,AMAZE,2014,50908,1,PETROL,MANUAL,SEDAN,476000
Renault TRIBER,RENAULT,TRIBER,2020,7922,1,PETROL,AUTOMATIC,SUV,750000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,35646,2,DIESEL,MANUAL,HATCHBACK,699000
Honda Brio,HONDA,BRIO,2013,101340,1,PETROL,MANUAL,HATCHBACK,260000
Hyundai Verna,HYUNDAI,VERNA,2016,72640,1,DIESEL,MANUAL,SEDAN,1348000
Tata ALTROZ,TATA,ALTROZ,2020,19244,1,PETROL,MANUAL,HATCHBACK,740000
Maruti Ritz,MARUTI,RITZ,2014,94611,2,PETROL,MANUAL,HATCHBACK,386000
Skoda Rapid,SKODA,RAPID,2021,95954,1,DIESEL,MANUAL,SEDAN,629000
Hyundai i20 Active,HYUNDAI,I20 ACTIVE,2016,103731,2,PETROL,MANUAL,HATCHBACK,590000
Tata NEXON,TATA,NEXON,2021,10667,1,PETROL,AUTOMATIC,SUV,1141000
Maruti Alto K10,MARUTI,ALTO K10,2010,52162,1,PETROL,MANUAL,HATCHBACK,170000
Honda WR-V,HONDA,WR V,2017,56507,2,PETROL,MANUAL,SUV,634000
Maruti Ertiga,MARUTI,ERTIGA,2016,55492,1,PETROL,MANUAL,SUV,657000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,44723,1,CNG,MANUAL,HATCHBACK,406650
Maruti Swift,MARUTI,SWIFT,2014,31946,1,PETROL,MANUAL,HATCHBACK,432000
Maruti Swift,MARUTI,SWIFT,2012,31298,1,PETROL,MANUAL,HATCHBACK,333000
Tata Tiago,TATA,TIAGO,2018,44540,1,CNG,MANUAL,HATCHBACK,469350
Hyundai i10,HYUNDAI,I10,2011,49342,2,PETROL,MANUAL,HATCHBACK,170000
Hyundai Grand i10,HYUNDAI,GRAND I10,2019,14653,1,PETROL,MANUAL,HATCHBACK,495000
Maruti Alto 800,MARUTI,ALTO 800,2018,52646,1,PETROL,MANUAL,HATCHBACK,321000
Datsun Redi Go,DATSUN,REDI GO,2018,16647,1,PETROL,MANUAL,HATCHBACK,208000
Ford Ecosport,FORD,ECOSPORT,2019,45739,1,PETROL,MANUAL,SUV,726000
Maruti Alto 800,MARUTI,ALTO 800,2017,68031,1,CNG,MANUAL,HATCHBACK,318000
KIA SELTOS,KIA,SELTOS,2019,49589,1,PETROL,AUTOMATIC,SUV,1631000
Toyota Etios,TOYOTA,ETIOS,2011,45304,1,PETROL,MANUAL,SEDAN,410000
Maruti Baleno,MARUTI,BALENO,2021,13225,1,PETROL,AUTOMATIC,HATCHBACK,755000
Maruti Baleno,MARUTI,BALENO,2020,11683,1,PETROL,MANUAL,HATCHBACK,677000
Honda Amaze,HONDA,AMAZE,2019,65358,2,PETROL,MANUAL,SEDAN,597000
Maruti Celerio,MARUTI,CELERIO,2017,96548,2,CNG,AUTOMATIC,HATCHBACK,403000
Maruti Dzire,MARUTI,DZIRE,2017,61115,1,PETROL,MANUAL,SEDAN,725000
Tata NEXON,TATA,NEXON,2021,66395,1,DIESEL,MANUAL,SUV,1015000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,92055,1,CNG,MANUAL,HATCHBACK,431000
Hyundai NEW I20,HYUNDAI,NEW I20,2021,58286,1,DIESEL,MANUAL,HATCHBACK,1185000
Renault TRIBER,RENAULT,TRIBER,2019,68616,1,PETROL,MANUAL,SUV,609000
Maruti S Cross,MARUTI,S CROSS,2020,55419,1,PETROL,MANUAL,SUV,964000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,78901,1,CNG,MANUAL,HATCHBACK,456000
Maruti Swift,MARUTI,SWIFT,2016,60380,1,PETROL,MANUAL,HATCHBACK,587000
Maruti S PRESSO,MARUTI,S PRESSO,2021,32020,1,CNG,MANUAL,HATCHBACK,472000
Honda City,HONDA,CITY,2016,34796,1,PETROL,AUTOMATIC,SEDAN,764000
Tata Tiago,TATA,TIAGO,2022,4301,1,CNG,MANUAL,HATCHBACK,728000
Mahindra TUV300,MAHINDRA,OTHER,2016,73195,2,DIESEL,AUTOMATIC,SUV,697000
Honda Amaze,HONDA,AMAZE,2013,53850,2,DIESEL,MANUAL,SEDAN,408000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2021,24808,1,PETROL,MANUAL,SUV,901000
Maruti Alto,MARUTI,ALTO,2021,22112,1,PETROL,MANUAL,HATCHBACK,419000
Maruti Baleno,MARUTI,BALENO,2016,45761,2,PETROL,MANUAL,HATCHBACK,528000
Honda City,HONDA,CITY,2015,71874,1,PETROL,MANUAL,SEDAN,517000
Maruti Celerio,MARUTI,CELERIO,2017,40997,2,PETROL,MANUAL,HATCHBACK,456000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,28999,1,PETROL,MANUAL,HATCHBACK,338000
Volkswagen Ameo,VOLKSWAGEN,AMEO,2018,84296,2,CNG,AUTOMATIC,SEDAN,686000
Hyundai i10,HYUNDAI,I10,2010,70706,2,PETROL,MANUAL,HATCHBACK,238000
Maruti Swift,MARUTI,SWIFT,2015,32840,2,PETROL,MANUAL,HATCHBACK,488000
Renault Kwid,RENAULT,KWID,2018,85458,1,PETROL,MANUAL,HATCHBACK,347000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,35985,2,PETROL,MANUAL,HATCHBACK,716000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2010,36007,1,PETROL,MANUAL,HATCHBACK,241000
Maruti Alto 800,MARUTI,ALTO 800,2014,55158,1,PETROL,MANUAL,HATCHBACK,285000
Mahindra XUV500,MAHINDRA,XUV500,2018,43359,1,DIESEL,AUTOMATIC,LUX_SUV,1192000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,20170,1,PETROL,MANUAL,HATCHBACK,386000
Hyundai Creta,HYUNDAI,CRETA,2019,40044,2,CNG,AUTOMATIC,SUV,1171000
Maruti Swift,MARUTI,SWIFT,2014,94540,1,PETROL,MANUAL,HATCHBACK,421000
Hyundai Grand i10,HYUNDAI,GRAND I10,2014,95138,1,PETROL,MANUAL,HATCHBACK,299750
Maruti IGNIS,MARUTI,IGNIS,2017,51497,2,PETROL,MANUAL,HATCHBACK,398000
Maruti Swift,MARUTI,SWIFT,2020,25335,1,PETROL,AUTOMATIC,HATCHBACK,806000
Honda Brio,HONDA,BRIO,2014,26015,1,PETROL,AUTOMATIC,HATCHBACK,439000
Renault Kwid,RENAULT,KWID,2021,18707,1,PETROL,AUTOMATIC,HATCHBACK,552000
Maruti S Cross,MARUTI,S CROSS,2021,11323,1,PETROL,MANUAL,SUV,877000
Toyota Corolla Altis,TOYOTA,COROLLA ALTIS,2015,63857,1,PETROL,AUTOMATIC,LUX_SEDAN,807000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,76180,2,CNG,MANUAL,HATCHBACK,611000
Maruti Celerio,MARUTI,CELERIO,2014,18728,1,PETROL,AUTOMATIC,HATCHBACK,440000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,40826,2,PETROL,MANUAL,HATCHBACK,546000
Honda City,HONDA,CITY,2016,87444,2,DIESEL,MANUAL,SEDAN,466000
Maruti BREZZA,MARUTI,OTHER,2022,27372,1,PETROL,MANUAL,SUV,974000
Maruti Swift,MARUTI,SWIFT,2013,77326,1,DIESEL,MANUAL,HATCHBACK,403000
Maruti Alto,MARUTI,ALTO,2019,46881,1,PETROL,MANUAL,HATCHBACK,373000
Maruti Baleno,MARUTI,BALENO,2018,28969,1,PETROL,MANUAL,HATCHBACK,567350
Honda WR-V,HONDA,WR V,2021,38745,1,PETROL,MANUAL,SUV,924000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,36037,1,PETROL,MANUAL,HATCHBACK,566000
Honda Jazz,HONDA,JAZZ,2016,52762,1,PETROL,MANUAL,HATCHBACK,542000
Tata ALTROZ,TATA,ALTROZ,2021,19164,1,PETROL,MANUAL,HATCHBACK,626000
Renault Kwid,RENAULT,KWID,2021,41968,1,PETROL,MANUAL,HATCHBACK,489000
Maruti Alto K10,MARUTI,ALTO K10,2016,44754,2,PETROL,MANUAL,HATCHBACK,285000
Maruti Alto K10,MARUTI,ALTO K10,2014,51156,1,PETROL,MANUAL,HATCHBACK,254000
Honda WR-V,HONDA,WR V,2017,37815,1,PETROL,MANUAL,SUV,557000
Hyundai i10,HYUNDAI,I10,2011,71783,1,PETROL,MANUAL,HATCHBACK,198000
Maruti Baleno,MARUTI,BALENO,2017,42655,1,PETROL,MANUAL,HATCHBACK,670000
Renault TRIBER,RENAULT,TRIBER,2021,15063,1,PETROL,AUTOMATIC,SUV,798000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2016,84666,1,DIESEL,MANUAL,SUV,834000
Hyundai Grand i10,HYUNDAI,GRAND I10,2013,102867,2,DIESEL,MANUAL,HATCHBACK,373000
Maruti IGNIS,MARUTI,IGNIS,2017,60784,1,DIESEL,AUTOMATIC,HATCHBACK,585000
Maruti IGNIS,MARUTI,IGNIS,2018,46746,1,PETROL,MANUAL,HATCHBACK,531000
Maruti Swift,MARUTI,SWIFT,2019,93152,1,PETROL,MANUAL,HATCHBACK,497000
Maruti Swift Dzire,MARUTI,DZIRE,2012,91128,1,DIESEL,MANUAL,SEDAN,675000
Honda Amaze,HONDA,AMAZE,2013,87589,1,DIESEL,MANUAL,SEDAN,394000
Honda Amaze,HONDA,AMAZE,2014,47089,1,DIESEL,MANUAL,SEDAN,1048000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2021,51968,1,CNG,MANUAL,HATCHBACK,561000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2020,23981,2,PETROL,MANUAL,HATCHBACK,512000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,45931,1,PETROL,MANUAL,HATCHBACK,449000
Maruti Baleno,MARUTI,BALENO,2015,52288,1,DIESEL,MANUAL,HATCHBACK,397000
Skoda Rapid,SKODA,RAPID,2021,7129,1,PETROL,MANUAL,SEDAN,871000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,29501,1,PETROL,MANUAL,HATCHBACK,473000
Maruti S PRESSO,MARUTI,S PRESSO,2019,24194,1,PETROL,MANUAL,HATCHBACK,401000
Maruti Ciaz,MARUTI,CIAZ,2019,97304,2,DIESEL,MANUAL,SEDAN,532000
Maruti Alto,MARUTI,ALTO,2021,6817,1,PETROL,MANUAL,HATCHBACK,378000
Maruti Swift,MARUTI,SWIFT,2013,44437,1,PETROL,MANUAL,HATCHBACK,465000
Honda Brio,HONDA,BRIO,2013,38326,2,PETROL,MANUAL,HATCHBACK,273700
Toyota YARIS,TOYOTA,YARIS,2020,69393,1,PETROL,AUTOMATIC,SEDAN,505000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,51181,1,PETROL,MANUAL,HATCHBACK,667000
Hyundai i20,HYUNDAI,I20,2014,65518,1,PETROL,MANUAL,HATCHBACK,414000
Maruti Baleno,MARUTI,BALENO,2015,48122,2,PETROL,MANUAL,HATCHBACK,472000
Tata ALTROZ,TATA,ALTROZ,2022,78827,1,DIESEL,MANUAL,HATCHBACK,755500
Nissan MAGNITE,NISSAN,MAGNITE,2021,32806,1,PETROL,MANUAL,SUV,820000
Mahindra Thar,MAHINDRA,OTHER,2018,90305,2,DIESEL,MANUAL,SUV,788000
Maruti Swift,MARUTI,SWIFT,2015,112871,1,DIESEL,MANUAL,HATCHBACK,649000
Maruti S PRESSO,MARUTI,S PRESSO,2022,18993,1,CNG,MANUAL,HATCHBACK,500000
Hyundai Creta,HYUNDAI,CRETA,2016,54808,1,PETROL,AUTOMATIC,SUV,926000
Maruti Alto 800,MARUTI,ALTO 800,2014,80719,1,CNG,MANUAL,HATCHBACK,302000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2010,66835,1,PETROL,MANUAL,HATCHBACK,248800
Datsun Redi Go,DATSUN,REDI GO,2018,51607,2,PETROL,AUTOMATIC,HATCHBACK,320000
Honda Amaze,HONDA,AMAZE,2017,17218,1,PETROL,MANUAL,SEDAN,851000
Honda CRV,HONDA,OTHER,2015,54873,2,PETROL,AUTOMATIC,LUX_SUV,964000
Honda WR-V,HONDA,WR V,2017,78249,1,DIESEL,MANUAL,SUV,773000
Hyundai i10,HYUNDAI,I10,2011,38095,2,PETROL,MANUAL,HATCHBACK,168000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2021,5603,1,PETROL,AUTOMATIC,HATCHBACK,648000
Hyundai i20,HYUNDAI,I20,2011,57085,2,PETROL,MANUAL,HATCHBACK,202000
Hyundai Grand i10,HYUNDAI,GRAND I10,2018,69511,1,PETROL,MANUAL,HATCHBACK,497000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,41702,2,PETROL,MANUAL,HATCHBACK,477000
Maruti Baleno,MARUTI,BALENO,2019,46057,1,PETROL,MANUAL,HATCHBACK,643000
Maruti Swift,MARUTI,SWIFT,2015,50609,2,PETROL,MANUAL,HATCHBACK,539000
Renault Kwid,RENAULT,KWID,2017,24810,2,PETROL,MANUAL,HATCHBACK,376000
Tata Tiago,TATA,TIAGO,2018,24067,1,PETROL,MANUAL,HATCHBACK,502000
Maruti Alto,MARUTI,ALTO,2020,18650,1,PETROL,MANUAL,HATCHBACK,381000
Tata Tiago,TATA,TIAGO,2019,29314,1,PETROL,MANUAL,HATCHBACK,477000
Honda Brio,HONDA,BRIO,2015,88555,1,PETROL,MANUAL,HATCHBACK,368000
Nissan Micra,NISSAN,OTHER,2016,33902,2,PETROL,AUTOMATIC,HATCHBACK,526000
Hyundai VENUE,HYUNDAI,VENUE,2021,10389,1,PETROL,MANUAL,SUV,1119000
Honda City,HONDA,CITY,2016,80007,1,PETROL,MANUAL,SEDAN,646000
Honda City,HONDA,CITY,2011,19721,1,PETROL,AUTOMATIC,SEDAN,955000
Skoda Rapid,SKODA,RAPID,2017,33535,1,PETROL,MANUAL,SEDAN,595000
Hyundai Elite i20,HYUNDAI,ELITE I20,2014,89210,2,PETROL,MANUAL,HATCHBACK,445000
Maruti Alto 800,MARUTI,ALTO 800,2014,58874,1,PETROL,MANUAL,HATCHBACK,230000
Maruti IGNIS,MARUTI,IGNIS,2017,86390,2,PETROL,AUTOMATIC,HATCHBACK,472000
